app_id,avg_m1,avg_m2,avg_m3,peak_m1,peak_m2,peak_m3,is_free,price_usd,age_months,age_since_release_months,genres,categories
204880,274.94,265.98,257.45,455.0,488.0,438.0,0,19.99,5,,['Action' 'Indie' 'Simulation' 'Strategy'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'LAN PvP' 'Co-op'
 'Online Co-op' 'LAN Co-op' 'Steam Achievements' 'Steam Trading Cards'
 'Custom Volume Controls' 'Adjustable Difficulty'
 'Playable without Timed Input' 'Save Anytime' 'Stereo Sound'
 'Surround Sound' 'Steam Cloud' 'Includes level editor' 'Family Sharing']"
362620,160.96,157.2,132.39,288.0,295.0,243.0,0,22.99,5,,['Indie' 'Simulation' 'Strategy' 'Early Access'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'LAN PvP' 'Co-op'
 'Online Co-op' 'LAN Co-op' 'Cross-Platform Multiplayer'
 'Steam Achievements' 'Steam Workshop' 'Adjustable Text Size'
 'Camera Comfort' 'Color Alternatives' 'Custom Volume Controls'
 'Adjustable Difficulty' 'Playable without Timed Input' 'Save Anytime'
 'Stereo Sound' 'Surround Sound' 'Steam Cloud' 'Family Sharing']"
55230,166.79,173.22,199.17,325.0,332.0,397.0,0,2.49,5,,['Action'],"['Single-player' 'Multi-player' 'Co-op' 'Steam Achievements'
 'Full controller support' 'Steam Trading Cards' 'Steam Cloud'
 'Remote Play on Phone' 'Remote Play on Tablet' 'Family Sharing']"
16900,451.4,339.72,309.65,1178.0,599.0,518.0,0,29.99,5,,['Action' 'Indie' 'Simulation' 'Early Access'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Workshop' 'Partial Controller Support' 'Family Sharing']"
215080,255.95,202.67,198.67,496.0,407.0,464.0,1,,5,,"['Action' 'Adventure' 'Casual' 'Indie' 'Massively Multiplayer' 'RPG'
 'Strategy' 'Free To Play']","['Multi-player' 'MMO' 'Co-op' 'Online Co-op' 'Steam Achievements'
 'Steam Trading Cards' 'In-App Purchases']"
1296610,531.44,521.83,436.72,722.0,773.0,617.0,0,19.99,5,,['Casual' 'Indie' 'RPG' 'Strategy'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Trading Cards' 'Steam Cloud' 'Stats' 'Family Sharing']"
3097560,762.29,1103.34,2004.89,1447.0,5975.0,5969.0,0,6.99,5,,['Casual' 'Indie' 'Simulation' 'Strategy' 'Early Access'],['Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op' 'Family Sharing']
1929610,223.22,230.04,286.72,520.0,683.0,894.0,0,19.99,5,,['Action' 'Adventure' 'Indie'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Steam Cloud' 'Family Sharing']"
1796790,143.44,189.89,146.51,271.0,335.0,280.0,0,15.99,5,,['Adventure' 'RPG' 'Simulation' 'Early Access'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Cloud' 'Family Sharing']"
1815780,1183.96,1162.06,1181.91,1880.0,1832.0,1995.0,1,,5,,['Action' 'Adventure' 'Racing' 'Sports' 'Free To Play'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP'
 'Shared/Split Screen PvP' 'Co-op' 'Online Co-op' 'Shared/Split Screen'
 'Cross-Platform Multiplayer' 'Steam Achievements'
 'Full controller support' 'In-App Purchases' 'Remote Play Together']"
1105510,226.88,195.23,204.34,368.0,337.0,340.0,0,19.99,5,,['Action' 'Adventure'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Family Sharing']"
1750770,77.93,58.26,119.75,199.0,199.0,280.0,0,24.99,5,,['Action' 'Adventure' 'Indie' 'RPG'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Trading Cards' 'Steam Workshop' 'Adjustable Text Size'
 'Custom Volume Controls' 'Adjustable Difficulty'
 'Playable without Timed Input' 'Save Anytime' 'Stereo Sound'
 'Steam Cloud' 'Family Sharing']"
2950340,85.64,79.34,109.74,290.0,201.0,248.0,0,39.99,5,,['Action' 'Adventure' 'Casual'],"['Single-player' 'Multi-player' 'Co-op' 'Shared/Split Screen Co-op'
 'Shared/Split Screen' 'Steam Achievements' 'Full controller support'
 'Steam Cloud' 'Remote Play Together' 'Family Sharing']"
321960,253.28,259.93,253.71,516.0,550.0,480.0,0,7.49,5,,['RPG' 'Strategy'],['Single-player' 'Multi-player' 'Steam Achievements' 'Steam Trading Cards']
459220,177.97,145.83,166.31,386.0,294.0,314.0,0,19.99,5,,['Strategy'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Full controller support' 'Steam Trading Cards'
 'Captions available' 'Steam Cloud' 'Steam Leaderboards'
 'Remote Play on TV' 'Family Sharing']"
1567020,50.88,48.38,49.04,161.0,134.0,132.0,0,39.99,5,,['Adventure'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Shared/Split Screen Co-op' 'Shared/Split Screen' 'Steam Achievements'
 'Full controller support' 'Steam Trading Cards' 'Remote Play Together'
 'Family Sharing']"
1067220,2.65,2.36,2.23,10.0,8.0,9.0,0,9.99,5,,['Indie' 'Simulation'],['Single-player' 'Steam Workshop' 'Steam Cloud' 'Family Sharing']
899770,18666.49,5170.04,2647.07,50570.0,14519.0,4912.0,0,34.99,5,,['Action' 'Adventure' 'Indie' 'RPG'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Full controller support' 'In-App Purchases' 'Adjustable Text Size'
 'Camera Comfort' 'Color Alternatives' 'Custom Volume Controls'
 'Stereo Sound' 'Steam Cloud']"
1328660,193.61,173.49,201.74,399.0,336.0,396.0,0,29.99,5,,['Action' 'Racing'],"['Single-player' 'Multi-player' 'Cross-Platform Multiplayer'
 'Steam Achievements' 'Full controller support' 'Steam Trading Cards']"
1625450,989.12,1033.94,984.88,1806.0,1675.0,1473.0,1,,5,,['Action' 'Adventure' 'Free To Play' 'Indie'],['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op']
201230,143.07,149.71,158.62,247.0,270.0,289.0,1,,5,,['Massively Multiplayer' 'RPG' 'Free To Play'],['Multi-player' 'MMO']
881100,2535.06,2500.89,2836.78,3852.0,4289.0,4386.0,0,19.99,5,,['Action' 'Adventure' 'Indie' 'RPG' 'Simulation'],"['Single-player' 'Steam Achievements' 'Steam Workshop'
 'Partial Controller Support' 'Steam Cloud' 'Family Sharing']"
2294660,713.19,665.07,736.85,1539.0,1170.0,1283.0,0,9.99,5,,['Massively Multiplayer'],"['Multi-player' 'MMO' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'In-App Purchases']"
1794680,3686.14,3276.65,3288.42,5923.0,5984.0,5155.0,0,4.99,5,,['Action' 'Casual' 'Indie' 'RPG'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Full controller support' 'Steam Trading Cards'
 'Steam Cloud' 'Remote Play Together' 'Family Sharing']"
1238000,412.55,338.92,355.22,879.0,688.0,697.0,0,,5,,['Action' 'RPG'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Full controller support' 'Steam Trading Cards']"
438040,1389.28,1379.67,1240.12,3121.0,2856.0,2605.0,1,,5,,"['Adventure' 'Casual' 'Indie' 'Massively Multiplayer' 'RPG' 'Strategy'
 'Free To Play']","['Single-player' 'Multi-player' 'MMO' 'Cross-Platform Multiplayer'
 'Steam Trading Cards' 'In-App Purchases' 'Camera Comfort'
 'Custom Volume Controls' 'Mouse Only Option']"
742420,99.63,138.69,139.41,207.0,320.0,283.0,0,4.49,5,,['Action' 'Adventure'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Cross-Platform Multiplayer' 'Steam Achievements'
 'Full controller support' 'Steam Cloud' 'Family Sharing']"
2524890,1430.09,1281.11,1237.85,2155.0,1934.0,1809.0,1,,5,,['Action' 'Adventure' 'Massively Multiplayer' 'Free To Play'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Cross-Platform Multiplayer' 'Full controller support' 'In-App Purchases']"
2139460,33834.18,26132.63,26591.04,58733.0,51589.0,46081.0,1,,5,,['Action' 'Adventure' 'RPG' 'Simulation' 'Strategy' 'Free To Play'],"['Multi-player' 'MMO' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Full controller support' 'Steam Trading Cards' 'In-App Purchases']"
1676840,772.09,554.86,857.65,2188.0,1506.0,2458.0,0,24.99,5,,['Adventure' 'Indie' 'RPG' 'Strategy'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Shared/Split Screen Co-op' 'Shared/Split Screen'
 'Cross-Platform Multiplayer' 'Steam Achievements'
 'Full controller support' 'Steam Trading Cards' 'Adjustable Text Size'
 'Camera Comfort' 'Custom Volume Controls' 'Adjustable Difficulty'
 'Keyboard Only Option' 'Mouse Only Option' 'Save Anytime' 'Steam Cloud'
 'Remote Play Together' 'Family Sharing']"
839770,248.72,224.64,266.41,497.0,419.0,486.0,0,24.99,5,,['RPG' 'Strategy'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Trading Cards' 'Steam Workshop' 'Steam Cloud' 'Family Sharing']"
1578390,188.66,174.73,231.63,374.0,312.0,497.0,0,19.99,5,,['Indie' 'Racing' 'Simulation' 'Early Access'],['Single-player' 'Partial Controller Support' 'Family Sharing']
476600,209.89,290.52,302.18,598.0,786.0,710.0,0,59.99,5,,['Action'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP'
 'Shared/Split Screen PvP' 'Co-op' 'Online Co-op'
 'Shared/Split Screen Co-op' 'Steam Achievements'
 'Full controller support' 'Steam Trading Cards' 'In-App Purchases'
 'Steam Cloud' 'Valve Anti-Cheat enabled' 'Remote Play on TV'
 'Family Sharing']"
3187030,516.88,624.22,716.49,975.0,1096.0,1141.0,1,,5,,['Free To Play'],[]
787480,765.0,1097.92,1041.55,1795.0,2850.0,2228.0,0,29.99,5,,['Adventure'],"['Single-player' 'Steam Achievements' 'Steam Trading Cards'
 'Camera Comfort' 'Custom Volume Controls' 'Keyboard Only Option'
 'Mouse Only Option' 'Playable without Timed Input' 'Save Anytime'
 'Stereo Sound' 'Touch Only Option' 'Partial Controller Support'
 'Steam Cloud' 'Remote Play on Phone' 'Remote Play on Tablet'
 'Family Sharing']"
6060,312.53,270.45,192.54,844.0,518.0,366.0,0,,5,,['Action'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Steam Cloud'
 'Family Sharing']"
1113120,231.09,173.39,216.75,507.0,404.0,495.0,0,,5,,['Indie' 'Simulation' 'Strategy'],['Single-player' 'Steam Achievements' 'Steam Cloud' 'Family Sharing']
2977660,145.48,1147.44,411.44,1377.0,2021.0,708.0,1,,5,,['Action' 'Casual' 'Indie' 'Simulation' 'Free To Play'],['Single-player' 'Steam Achievements' 'In-App Purchases' 'Stats']
2212330,578.96,520.41,703.26,1074.0,961.0,1327.0,0,4.99,5,,['Action' 'Indie' 'Simulation' 'Strategy'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'LAN PvP'
 'Family Sharing']"
1307890,251.32,250.69,229.55,470.0,528.0,465.0,0,19.99,5,,['Indie' 'Simulation' 'Strategy' 'Early Access'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Family Sharing']"
385770,145.8,146.31,164.83,200.0,232.0,234.0,1,,5,,['Action' 'Casual' 'Free To Play' 'Indie'],['Single-player' 'Steam Achievements']
32440,279.26,289.5,314.83,537.0,672.0,671.0,0,19.99,5,,['Adventure'],"['Single-player' 'Multi-player' 'Shared/Split Screen'
 'Full controller support' 'Steam Cloud' 'Remote Play on Phone'
 'Remote Play on Tablet' 'Remote Play on TV' 'Remote Play Together'
 'Family Sharing']"
1583320,654.87,674.17,419.21,1988.0,1679.0,998.0,0,,5,,['Sports'],['Multi-player' 'PvP' 'Online PvP' 'Steam Achievements' 'In-App Purchases']
1659420,557.69,559.38,966.07,1191.0,1957.0,2178.0,0,49.99,5,,['Adventure'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Custom Volume Controls' 'Adjustable Difficulty' 'Save Anytime'
 'Stereo Sound' 'Surround Sound' 'Steam Cloud' 'Remote Play on TV'
 'Family Sharing']"
216150,8811.22,9990.52,9048.9,12756.0,16855.0,13021.0,1,,5,,"['Action' 'Adventure' 'Casual' 'Massively Multiplayer' 'RPG'
 'Free To Play']",['Single-player' 'Multi-player' 'MMO' 'Co-op' 'Steam Trading Cards']
1509960,237.98,243.75,262.75,803.0,899.0,886.0,0,3.49,5,,['Action' 'Casual' 'Indie'],"['Multi-player' 'Co-op' 'Online Co-op' 'Shared/Split Screen Co-op'
 'Shared/Split Screen' 'Family Sharing']"
105600,25858.26,26254.06,30417.5,49056.0,46033.0,53239.0,0,9.99,5,,['Action' 'Adventure' 'Indie' 'RPG'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Full controller support' 'Steam Trading Cards'
 'Steam Cloud' 'Remote Play on Phone' 'Remote Play on Tablet'
 'Remote Play on TV' 'Family Sharing']"
40960,159.32,158.53,170.56,366.0,302.0,386.0,0,14.99,5,,['Simulation' 'Strategy'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Steam Achievements'
 'Steam Trading Cards' 'Steam Workshop' 'Steam Cloud' 'Family Sharing']"
34030,1059.68,1079.85,1076.58,1994.0,1853.0,1792.0,0,24.99,5,,['Strategy'],"['Single-player' 'Multi-player' 'Steam Achievements' 'Steam Trading Cards'
 'Camera Comfort' 'Custom Volume Controls' 'Adjustable Difficulty'
 'Playable without Timed Input' 'Save Anytime' 'Stereo Sound' 'Stats'
 'Family Sharing']"
645630,311.96,260.18,299.73,690.0,514.0,689.0,0,19.99,5,,['Racing' 'Simulation'],"['Single-player' 'Steam Achievements' 'Steam Trading Cards'
 'Steam Workshop' 'Partial Controller Support' 'Steam Cloud' 'Stats'
 'Includes level editor' 'Family Sharing']"
805550,2209.77,2305.38,2463.02,4981.0,5251.0,5233.0,0,39.99,5,,['Racing' 'Simulation' 'Sports'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'LAN PvP'
 'VR Supported' 'Partial Controller Support' 'Family Sharing']"
758870,57.86,52.98,61.41,128.0,103.0,135.0,0,24.99,5,,['Adventure' 'Indie' 'RPG' 'Simulation'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Cloud' 'Family Sharing']"
1284190,5875.04,6361.77,3895.99,19899.0,17345.0,8482.0,0,14.39,5,,['Adventure'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Full controller support' 'Family Sharing']"
683830,6.11,19.3,3.33,241.0,455.0,22.0,0,6.99,5,,['Action' 'Casual' 'Indie'],['Single-player' 'Steam Trading Cards' 'Family Sharing']
1874170,60.28,47.42,42.87,126.0,91.0,86.0,0,29.99,5,,['Action' 'Simulation' 'Sports'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Cross-Platform Multiplayer' 'Steam Achievements'
 'Full controller support' 'Steam Cloud' 'Remote Play on TV'
 'Family Sharing']"
2989820,545.9,669.02,847.4,801.0,1011.0,1117.0,1,,5,,['Casual' 'Indie' 'Free To Play'],['Single-player' 'Steam Achievements' 'In-App Purchases' 'Steam Cloud']
207610,228.39,412.34,258.09,1142.0,1266.0,580.0,0,14.99,5,,['Adventure'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Trading Cards' 'Family Sharing']"
824270,1869.26,1845.72,1977.35,2730.0,2662.0,2886.0,0,9.99,5,,['Action' 'Indie' 'Simulation'],"['Single-player' 'Steam Achievements' 'Steam Workshop' 'Stats'
 'Steam Leaderboards' 'Includes level editor' 'Family Sharing']"
1674170,259.92,250.63,210.59,468.0,430.0,316.0,0,19.99,5,,['Action' 'Indie' 'Simulation' 'Early Access'],['Single-player' 'Steam Cloud' 'Family Sharing']
1281590,67.2,69.39,72.87,204.0,235.0,197.0,0,29.99,5,,['Adventure'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Shared/Split Screen Co-op' 'Shared/Split Screen' 'Steam Achievements'
 'Full controller support' 'Steam Cloud' 'Remote Play Together'
 'Family Sharing']"
1196310,122.19,117.51,113.81,295.0,294.0,299.0,1,,5,,['Indie' 'RPG' 'Strategy' 'Free To Play'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op' 'LAN Co-op'
 'Shared/Split Screen Co-op' 'Shared/Split Screen'
 'Cross-Platform Multiplayer']"
1482520,2602.13,2623.63,2597.37,4214.0,4090.0,3885.0,0,,5,,[],[]
1105670,463.7,399.82,391.6,1186.0,928.0,750.0,0,24.99,5,,['Action' 'Indie' 'RPG' 'Strategy'],"['Single-player' 'Steam Achievements' 'Steam Trading Cards'
 'Adjustable Text Size' 'Camera Comfort' 'Custom Volume Controls'
 'Adjustable Difficulty' 'Partial Controller Support' 'Steam Cloud'
 'Family Sharing']"
1288320,225.7,242.24,234.91,525.0,528.0,457.0,0,29.99,5,,['Adventure' 'Simulation' 'Sports'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Full controller support' 'Steam Trading Cards'
 'Steam Cloud' 'Family Sharing']"
1706820,24.09,1.65,3.41,737.0,25.0,89.0,0,1.99,5,,['Adventure' 'Casual' 'Indie'],"['Single-player' 'Steam Achievements' 'Steam Trading Cards' 'Steam Cloud'
 'Family Sharing']"
42960,397.89,401.15,387.22,733.0,741.0,751.0,0,19.99,5,,['Strategy'],['Single-player' 'Multi-player' 'Steam Trading Cards' 'Family Sharing']
2458830,141.16,224.08,27.66,321.0,1282.0,60.0,0,24.99,5,,['Action' 'Adventure' 'RPG'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Full controller support' 'Steam Cloud' 'Stats'
 'Family Sharing']"
1599340,18338.22,14068.95,11762.14,35241.0,24506.0,25149.0,1,,5,,['Action' 'Adventure' 'Massively Multiplayer' 'RPG' 'Free To Play'],"['Single-player' 'Multi-player' 'MMO' 'PvP' 'Online PvP' 'Co-op'
 'Online Co-op' 'Steam Achievements' 'In-App Purchases'
 'Adjustable Text Size' 'Camera Comfort' 'Color Alternatives'
 'Custom Volume Controls' 'Keyboard Only Option'
 'Playable without Timed Input' 'Save Anytime'
 'Partial Controller Support']"
2892880,666.38,581.91,574.36,820.0,671.0,669.0,1,,5,,['Casual' 'Massively Multiplayer' 'Simulation' 'Free To Play'],['Multi-player' 'MMO']
1778820,4630.84,4627.31,5315.13,7307.0,7112.0,9677.0,0,59.99,5,,['Action'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP'
 'Shared/Split Screen PvP' 'Shared/Split Screen' 'Steam Achievements'
 'Steam Trading Cards' 'Partial Controller Support' 'Steam Cloud'
 'Family Sharing']"
302670,171.08,169.65,166.0,334.0,299.0,310.0,0,14.99,5,,['Action' 'Indie' 'Simulation' 'Strategy'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Steam Trading Cards' 'Steam Workshop'
 'In-App Purchases' 'Partial Controller Support' 'Steam Cloud' 'Stats'
 'Steam Leaderboards' 'Includes level editor' 'Family Sharing']"
39140,429.06,428.34,531.28,698.0,794.0,956.0,0,,5,,['RPG'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Remote Play on Phone' 'Remote Play on Tablet' 'Family Sharing']"
1360000,195.11,138.63,109.66,406.0,285.0,209.0,0,,5,,['Action' 'Casual' 'Indie' 'Simulation' 'Early Access'],['Single-player' 'Full controller support' 'Steam Cloud' 'Family Sharing']
1449850,17271.66,16319.66,14939.59,39105.0,37733.0,40922.0,1,,5,,['Simulation' 'Strategy' 'Free To Play'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP'
 'Cross-Platform Multiplayer' 'Steam Achievements' 'Steam Trading Cards'
 'In-App Purchases']"
220700,254.12,265.27,246.87,346.0,342.0,338.0,0,69.99,5,,"['Adventure' 'RPG' 'Design & Illustration' 'Education' 'Web Publishing'
 'Game Development']",['Steam Trading Cards' 'Steam Workshop']
485510,303.22,658.22,566.51,614.0,1629.0,1193.0,0,49.99,5,,['Action' 'RPG'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Steam Trading Cards' 'Partial Controller Support'
 'Steam Cloud' 'Stats' 'Steam Leaderboards' 'Family Sharing']"
337410,568.49,535.19,459.4,822.0,1111.0,710.0,1,,5,,['Massively Multiplayer' 'RPG' 'Free To Play'],"['Multi-player' 'MMO' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Trading Cards' 'In-App Purchases']"
597170,279.39,297.34,377.34,686.0,602.0,1329.0,0,6.99,5,,['Action' 'Indie'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Cross-Platform Multiplayer' 'Steam Achievements'
 'Full controller support' 'Captions available' 'Steam Workshop'
 'Steam Cloud' 'Includes level editor' 'Family Sharing']"
